browser,browser_version,city,commentId,commentMessage,contentId,contentName,contentType,created,currentSpaceId,current_url,device,distinct_id,errorStateCode,event,event_1,feedItemActorId,feedItemActorType,feedItemDescription,feedItemId,feedItemTargetType,feedItemTargetTypeId,feedItemVerbId,hasFinishedOnboarding,hasSetPassword,id,initial_referrer,initial_referring_domain,lib_version,mediaDescription,mediaProviderName,mediaProviderUrl,mediaTitle,mediaType,mediaUrl,mp_country_code,mp_lib,name,notificationActorId,notificationActorType,notificationDescription,notificationId,notificationTargetType,notificationTargetTypeId,notificationVerbId,os,path,postId,postMessage,referrer,referrer.1,referring_domain,region,screen,screen_height,screen_width,search,spaceId,space_1,time,time_1,title,topic,topicId,topicName,updatedAt,url,usingStandaloneApp,utmTargetURL,utm_medium,utm_source
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed/findOne?targetType=Space&targetId=569384db2bea66f99e5af2e7&objectType=Content&objectId=569bfe5684733f2400f7c226&actorType=ETUser&actorId=5698da4541a9d72100240693,,5693844d2bea66f99e5af2e6,,Viewed feedItem,Viewed feedItem,5698da4541a9d72100240693,ETUser,"{'object': {'commentThreadId': '569bfe564c36f737d6ad479a', 'commentsCount': 0, 'id': '569bfe5684733f2400f7c226', 'contentType': 'file', 'name': 'image.jpeg', 'deletedAt': None, 'updatedAt': '2016-01-17T21:49:26', 'noun': 'file', 'displayName': 'image.jpeg', 'createdAt': '2016-01-17T21:49:26', 'revisionId': '569bfe5684733f2400f7c225', 'topics': [{'revisionId': '56977f1e8b0c7f2700042228', 'name': 'Beslutninger', 'slug': 'beslutninger358', 'id': '5693c262d108fc24008de149', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}], 'article': 'a', 'session': {'permissions': {'canCreate': True, 'canUpdate': True, 'canComment': True, 'canDelete': True, 'canDownload': True}}, 'owner': {'firstName': 'Kamilla Martine', 'id': '5698da4541a9d72100240693', 'lastName': 'Bergland', 'email': 'kamilla.m.bergland@student.bi.no'}, 'payload': {'s3FilePreviewKey': '569bfe1de62ae22300d18d5a/image.jpeg', 's3FileKey': '569bfe1de62ae22300d18d5a/image.jpeg', 'uploadRequestId': '569bfe1de62ae22300d18d5a', 'fileName': 'image.jpeg', 'message': ':)', 'mimeType': 'image/jpeg'}, 'ownerId': '5698da4541a9d72100240693'}, 'actors': [{'lastName': 'Bergland', 'id': '5698da4541a9d72100240693', 'phone': '48190633', 'hasFinishedOnboarding': True, 'firstName': 'Kamilla Martine', 'updatedAt': {}, 'email': 'kamilla.m.bergland@student.bi.no', 'createdAt': {}, 'displayName': 'Kamilla Martine Bergland', 'hasSetPassword': True}], 'target': {'noun': 'space', 'ownerId': '569368472bea66f99e5af2a5', 'id': '569384db2bea66f99e5af2e7', 'preposition': 'in', 'article': 'a', 'title': 'MRK3480 Forbrukeratferd', 'topics': [{'revisionId': '5695059a91da2d2300566f1d', 'name': 'Beskjeder, kun fra Nina', 'slug': 'beskjeder-kun-fra-nina', 'id': '5693c208d108fc24008de13b', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '5693d8a316e0a927006261d3', 'name': 'Kursinformasjon', 'slug': 'kursinformasjon1272', 'id': '5693c252d108fc24008de142', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '56977f1243929524005287de', 'name': 'Forbrukeratferd', 'slug': 'forbrukeratferd', 'id': '5693c25b16e0a927006257d5', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '56977f1e8b0c7f2700042228', 'name': 'Beslutninger', 'slug': 'beslutninger358', 'id': '5693c262d108fc24008de149', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '569505bb6ccbf42600dda621', 'name': 'Faglige spørsmål?', 'slug': 'faglige-sporsmal', 'id': '569505bb6ccbf42600dda622', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '56976cec8b0c7f2700041dee', 'name': 'Foiler til hvert kapittel', 'slug': 'foiler-til-hvert-kapittel', 'id': '56976cb88b0c7f2700041dc5', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}], 'rootId': '569384db2bea66f99e5af2e7', 'displayName': 'MRK3480 Forbrukeratferd'}, 'verb': {'pastSimple': 'uploaded', 'verb': 'upload'}}",569bfe5784733f2400f7c231,Space,569384db2bea66f99e5af2e7,upload,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Rogaland Fylke,feed,900,1600,,,MRK3480 Forbrukeratferd,1453108015,2016-01-18 10:06:55,,all,,,2016-01-11T12:23:48,,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed/findOne?targetType=Space&targetId=569384db2bea66f99e5af2e7&objectType=Content&objectId=569bfe5684733f2400f7c226&actorType=ETUser&actorId=5698da4541a9d72100240693,,5693844d2bea66f99e5af2e6,,Viewed /spaces/569384db2bea66f99e5af2e7/topics//feed Page,Viewed feed/all,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/569384db2bea66f99e5af2e7/topics//feed,,,,,,,,Windows,/spaces/569384db2bea66f99e5af2e7/topics//feed/findOne,,,,,,Rogaland Fylke,feed,900,1600,?targetType=Space&targetId=569384db2bea66f99e5af2e7&objectType=Content&objectId=569bfe5684733f2400f7c226&actorType=ETUser&actorId=5698da4541a9d72100240693,,MRK3480 Forbrukeratferd,1453108023,2016-01-18 10:07:03,Trive - Master anything,all,,,2016-01-11T12:23:48,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed/findOne?targetType=Space&targetId=569384db2bea66f99e5af2e7&objectType=Content&objectId=569bfe5684733f2400f7c226&actorType=ETUser&actorId=5698da4541a9d72100240693,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,,5693844d2bea66f99e5af2e6,,Navigating to content overview,Navigating to content overview,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Rogaland Fylke,feed,900,1600,,,MRK3480 Forbrukeratferd,1453108037,2016-01-18 10:07:17,,all,,,2016-01-11T12:23:48,,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//content,,5693844d2bea66f99e5af2e6,,Viewed space MRK3480 Forbrukeratferd,Viewed space,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Rogaland Fylke,,900,1600,,569384db2bea66f99e5af2e7,MRK3480 Forbrukeratferd,1453108037,2016-01-18 10:07:17,MRK3480 Forbrukeratferd,,,,2016-01-11T12:23:48,,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,,5693844d2bea66f99e5af2e6,,Viewed /spaces/569384db2bea66f99e5af2e7/topics//content Page,Viewed content/all,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/569384db2bea66f99e5af2e7/topics//content,,,,,,,,Windows,/spaces/569384db2bea66f99e5af2e7/topics//feed,,,,,,Rogaland Fylke,content,900,1600,,,MRK3480 Forbrukeratferd,1453108037,2016-01-18 10:07:17,Trive - Master anything,all,,,2016-01-11T12:23:48,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//content,,5693844d2bea66f99e5af2e6,,Navigating to feed overview,Navigating to feed overview,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Rogaland Fylke,content,900,1600,,,MRK3480 Forbrukeratferd,1453108158,2016-01-18 10:09:18,,all,,,2016-01-11T12:23:48,,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//content,,5693844d2bea66f99e5af2e6,,Viewed /spaces/569384db2bea66f99e5af2e7/topics//feed Page,Viewed feed/all,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/569384db2bea66f99e5af2e7/topics//feed,,,,,,,,Windows,/spaces/569384db2bea66f99e5af2e7/topics//content,,,,,,Rogaland Fylke,feed,900,1600,,,MRK3480 Forbrukeratferd,1453108158,2016-01-18 10:09:18,Trive - Master anything,all,,,2016-01-11T12:23:48,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//content,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,,5693844d2bea66f99e5af2e6,,Viewed notifications,Viewed notifications,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Rogaland Fylke,feed,900,1600,,,MRK3480 Forbrukeratferd,1453108160,2016-01-18 10:09:20,,all,,,2016-01-11T12:23:48,,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,,5693844d2bea66f99e5af2e6,,Viewed /spaces/569384db2bea66f99e5af2e7/topics//feed/findOne Page,Viewed feed/findOne,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/569384db2bea66f99e5af2e7/topics//feed/findOne,,,,,,,,Windows,/spaces/569384db2bea66f99e5af2e7/topics//feed,,,,,,Rogaland Fylke,feed,900,1600,,,MRK3480 Forbrukeratferd,1453108380,2016-01-18 10:13:00,Trive - Master anything,all,,,2016-01-11T12:23:48,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,,5693844d2bea66f99e5af2e6,,Viewed notification,Viewed notification,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,,5698da452fb0de2600f22973,ETUser,"{'object': {'noun': 'file', 'name': 'Kjølesksap.jpg', 'id': '569bbbc9e62ae22300d16768', 'contentType': 'file', 'ownerId': '5698da452fb0de2600f22973', 'deletedAt': None, 'updatedAt': '2016-01-17T17:05:29', 'payload': {'s3FilePreviewKey': '569bbb85e62ae22300d16752/Kjølesksap.jpg', 's3FileKey': '569bbb85e62ae22300d16752/Kjølesksap.jpg', 'uploadRequestId': '569bbb85e62ae22300d16752', 'fileName': 'Kjølesksap.jpg', 'message': 'Kjøleskap', 'mimeType': 'image/jpeg'}, 'displayName': 'Kjølesksap.jpg', 'createdAt': '2016-01-17T17:05:29', 'revisionId': '569bbbc9e62ae22300d16767', 'topics': [{'revisionId': '56977f1e8b0c7f2700042228', 'name': 'Beslutninger', 'slug': 'beslutninger358', 'id': '5693c262d108fc24008de149', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}], 'article': 'a', 'owner': {'firstName': 'Gøran', 'id': '5698da452fb0de2600f22973', 'lastName': 'Navarsete', 'email': 'goran.navarsete@student.bi.no'}}, 'actors': [{'lastName': 'Navarsete', '$$hashKey': 'object:1359', 'id': '5698da452fb0de2600f22973', 'phone': '94471916', 'hasFinishedOnboarding': True, 'firstName': 'Gøran', 'updatedAt': {}, 'email': 'goran.navarsete@student.bi.no', 'createdAt': {}, 'displayName': 'Gøran  Navarsete', 'hasSetPassword': True}], 'target': {'noun': 'space', 'ownerId': '569368472bea66f99e5af2a5', 'id': '569384db2bea66f99e5af2e7', 'preposition': 'in', 'article': 'a', 'title': 'MRK3480 Forbrukeratferd', 'topics': [{'revisionId': '5695059a91da2d2300566f1d', 'name': 'Beskjeder, kun fra Nina', 'slug': 'beskjeder-kun-fra-nina', 'id': '5693c208d108fc24008de13b', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '5693d8a316e0a927006261d3', 'name': 'Kursinformasjon', 'slug': 'kursinformasjon1272', 'id': '5693c252d108fc24008de142', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '56977f1243929524005287de', 'name': 'Forbrukeratferd', 'slug': 'forbrukeratferd', 'id': '5693c25b16e0a927006257d5', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '56977f1e8b0c7f2700042228', 'name': 'Beslutninger', 'slug': 'beslutninger358', 'id': '5693c262d108fc24008de149', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '569505bb6ccbf42600dda621', 'name': 'Faglige spørsmål?', 'slug': 'faglige-sporsmal', 'id': '569505bb6ccbf42600dda622', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '56976cec8b0c7f2700041dee', 'name': 'Foiler til hvert kapittel', 'slug': 'foiler-til-hvert-kapittel', 'id': '56976cb88b0c7f2700041dc5', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}], 'rootId': '569384db2bea66f99e5af2e7', 'displayName': 'MRK3480 Forbrukeratferd'}, 'verb': {'pastSimple': 'created', 'verb': 'create'}}",569bbbcae62ae22300d16770,Space,569384db2bea66f99e5af2e7,create,Windows,,,,,,,Rogaland Fylke,feed,900,1600,,,MRK3480 Forbrukeratferd,1453108380,2016-01-18 10:13:00,,all,,,2016-01-11T12:23:48,,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed/findOne?targetType=Space&targetId=569384db2bea66f99e5af2e7&objectType=Content&objectId=569bbbc9e62ae22300d16768&actorType=ETUser&actorId=5698da452fb0de2600f22973,,5693844d2bea66f99e5af2e6,,Viewed feedItem,Viewed feedItem,5698da452fb0de2600f22973,ETUser,"{'object': {'commentThreadId': '569bbbc94c36f737d6ad4342', 'commentsCount': 0, 'id': '569bbbc9e62ae22300d16768', 'contentType': 'file', 'name': 'Kjølesksap.jpg', 'deletedAt': None, 'updatedAt': '2016-01-17T17:05:29', 'noun': 'file', 'displayName': 'Kjølesksap.jpg', 'createdAt': '2016-01-17T17:05:29', 'revisionId': '569bbbc9e62ae22300d16767', 'topics': [{'revisionId': '56977f1e8b0c7f2700042228', 'name': 'Beslutninger', 'slug': 'beslutninger358', 'id': '5693c262d108fc24008de149', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}], 'article': 'a', 'session': {'permissions': {'canCreate': True, 'canUpdate': True, 'canComment': True, 'canDelete': True, 'canDownload': True}}, 'owner': {'firstName': 'Gøran', 'id': '5698da452fb0de2600f22973', 'lastName': 'Navarsete', 'email': 'goran.navarsete@student.bi.no'}, 'payload': {'s3FilePreviewKey': '569bbb85e62ae22300d16752/Kjølesksap.jpg', 's3FileKey': '569bbb85e62ae22300d16752/Kjølesksap.jpg', 'uploadRequestId': '569bbb85e62ae22300d16752', 'fileName': 'Kjølesksap.jpg', 'message': 'Kjøleskap', 'mimeType': 'image/jpeg'}, 'ownerId': '5698da452fb0de2600f22973'}, 'actors': [{'lastName': 'Navarsete', 'id': '5698da452fb0de2600f22973', 'phone': '94471916', 'hasFinishedOnboarding': True, 'firstName': 'Gøran', 'updatedAt': {}, 'email': 'goran.navarsete@student.bi.no', 'createdAt': {}, 'displayName': 'Gøran  Navarsete', 'hasSetPassword': True}], 'target': {'noun': 'space', 'ownerId': '569368472bea66f99e5af2a5', 'id': '569384db2bea66f99e5af2e7', 'preposition': 'in', 'article': 'a', 'title': 'MRK3480 Forbrukeratferd', 'topics': [{'revisionId': '5695059a91da2d2300566f1d', 'name': 'Beskjeder, kun fra Nina', 'slug': 'beskjeder-kun-fra-nina', 'id': '5693c208d108fc24008de13b', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '5693d8a316e0a927006261d3', 'name': 'Kursinformasjon', 'slug': 'kursinformasjon1272', 'id': '5693c252d108fc24008de142', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '56977f1243929524005287de', 'name': 'Forbrukeratferd', 'slug': 'forbrukeratferd', 'id': '5693c25b16e0a927006257d5', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '56977f1e8b0c7f2700042228', 'name': 'Beslutninger', 'slug': 'beslutninger358', 'id': '5693c262d108fc24008de149', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '569505bb6ccbf42600dda621', 'name': 'Faglige spørsmål?', 'slug': 'faglige-sporsmal', 'id': '569505bb6ccbf42600dda622', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '56976cec8b0c7f2700041dee', 'name': 'Foiler til hvert kapittel', 'slug': 'foiler-til-hvert-kapittel', 'id': '56976cb88b0c7f2700041dc5', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}], 'rootId': '569384db2bea66f99e5af2e7', 'displayName': 'MRK3480 Forbrukeratferd'}, 'verb': {'pastSimple': 'uploaded', 'verb': 'upload'}}",569bbbcae62ae22300d16773,Space,569384db2bea66f99e5af2e7,upload,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Rogaland Fylke,feed,900,1600,,,MRK3480 Forbrukeratferd,1453108381,2016-01-18 10:13:01,,all,,,2016-01-11T12:23:48,,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed/findOne?targetType=Space&targetId=569384db2bea66f99e5af2e7&objectType=Content&objectId=569bbbc9e62ae22300d16768&actorType=ETUser&actorId=5698da452fb0de2600f22973,,5693844d2bea66f99e5af2e6,,Selected all topics,Selected all topics,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Rogaland Fylke,feed,900,1600,,,MRK3480 Forbrukeratferd,1453108386,2016-01-18 10:13:06,,all,,,2016-01-11T12:23:48,,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed/findOne?targetType=Space&targetId=569384db2bea66f99e5af2e7&objectType=Content&objectId=569bbbc9e62ae22300d16768&actorType=ETUser&actorId=5698da452fb0de2600f22973,,5693844d2bea66f99e5af2e6,,Viewed /spaces/569384db2bea66f99e5af2e7/topics//feed Page,Viewed feed/all,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/569384db2bea66f99e5af2e7/topics//feed,,,,,,,,Windows,/spaces/569384db2bea66f99e5af2e7/topics//feed/findOne,,,,,,Rogaland Fylke,feed,900,1600,?targetType=Space&targetId=569384db2bea66f99e5af2e7&objectType=Content&objectId=569bbbc9e62ae22300d16768&actorType=ETUser&actorId=5698da452fb0de2600f22973,,MRK3480 Forbrukeratferd,1453108386,2016-01-18 10:13:06,Trive - Master anything,all,,,2016-01-11T12:23:48,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed/findOne?targetType=Space&targetId=569384db2bea66f99e5af2e7&objectType=Content&objectId=569bbbc9e62ae22300d16768&actorType=ETUser&actorId=5698da452fb0de2600f22973,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,,5693844d2bea66f99e5af2e6,,Viewed notifications,Viewed notifications,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Rogaland Fylke,feed,900,1600,,,MRK3480 Forbrukeratferd,1453108388,2016-01-18 10:13:08,,all,,,2016-01-11T12:23:48,,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,,5693844d2bea66f99e5af2e6,,Viewed /spaces/569384db2bea66f99e5af2e7/topics//feed/findOne Page,Viewed feed/findOne,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/569384db2bea66f99e5af2e7/topics//feed/findOne,,,,,,,,Windows,/spaces/569384db2bea66f99e5af2e7/topics//feed,,,,,,Rogaland Fylke,feed,900,1600,,,MRK3480 Forbrukeratferd,1453108394,2016-01-18 10:13:14,Trive - Master anything,all,,,2016-01-11T12:23:48,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,False,,,
Chrome,47.0,Stavanger,,,,,,2016-01-10T21:05:41,569384db2bea66f99e5af2e7,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,,5693844d2bea66f99e5af2e6,,Viewed notification,Viewed notification,,,,,,,,True,True,5693844d2bea66f99e5af2e6,$direct,$direct,2.7.2,,,,,,,NO,web,,5698da512fb0de2600f22a13,ETUser,"{'object': {'noun': 'file', 'name': '12545930_10208536585842682_1936761789_o.jpg', 'id': '569a6afe2fb0de2600f2bfd8', 'contentType': 'file', 'ownerId': '5698da512fb0de2600f22a13', 'deletedAt': None, 'updatedAt': '2016-01-16T17:08:30', 'payload': {'s3FilePreviewKey': '569a6ac22fb0de2600f2bfd6/12545930_10208536585842682_1936761789_o.jpg', 's3FileKey': '569a6ac22fb0de2600f2bfd6/12545930_10208536585842682_1936761789_o.jpg', 'uploadRequestId': '569a6ac22fb0de2600f2bfd6', 'fileName': '12545930_10208536585842682_1936761789_o.jpg', 'message': ':)', 'mimeType': 'image/jpeg'}, 'displayName': '12545930_10208536585842682_1936761789_o', 'createdAt': '2016-01-16T17:08:30', 'revisionId': '569a6afe2fb0de2600f2bfd7', 'topics': [{'revisionId': '56977f1e8b0c7f2700042228', 'name': 'Beslutninger', 'slug': 'beslutninger358', 'id': '5693c262d108fc24008de149', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}], 'article': 'a', 'owner': {'firstName': 'Oana', 'id': '5698da512fb0de2600f22a13', 'lastName': 'Dragomir', 'email': 'oana.dragomir@student.bi.no'}}, 'actors': [{'lastName': 'Dragomir', '$$hashKey': 'object:1383', 'id': '5698da512fb0de2600f22a13', 'phone': '97109626', 'hasFinishedOnboarding': True, 'firstName': 'Oana', 'updatedAt': {}, 'email': 'oana.dragomir@student.bi.no', 'createdAt': {}, 'displayName': 'Oana  Dragomir', 'hasSetPassword': True}], 'target': {'noun': 'space', 'ownerId': '569368472bea66f99e5af2a5', 'id': '569384db2bea66f99e5af2e7', 'preposition': 'in', 'article': 'a', 'title': 'MRK3480 Forbrukeratferd', 'topics': [{'revisionId': '5695059a91da2d2300566f1d', 'name': 'Beskjeder, kun fra Nina', 'slug': 'beskjeder-kun-fra-nina', 'id': '5693c208d108fc24008de13b', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '5693d8a316e0a927006261d3', 'name': 'Kursinformasjon', 'slug': 'kursinformasjon1272', 'id': '5693c252d108fc24008de142', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '56977f1243929524005287de', 'name': 'Forbrukeratferd', 'slug': 'forbrukeratferd', 'id': '5693c25b16e0a927006257d5', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '56977f1e8b0c7f2700042228', 'name': 'Beslutninger', 'slug': 'beslutninger358', 'id': '5693c262d108fc24008de149', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '569505bb6ccbf42600dda621', 'name': 'Faglige spørsmål?', 'slug': 'faglige-sporsmal', 'id': '569505bb6ccbf42600dda622', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}, {'revisionId': '56976cec8b0c7f2700041dee', 'name': 'Foiler til hvert kapittel', 'slug': 'foiler-til-hvert-kapittel', 'id': '56976cb88b0c7f2700041dc5', 'ownerId': '5693844d2bea66f99e5af2e6', 'deletedAt': None, 'updatedAt': {}, 'createdAt': {}}], 'rootId': '569384db2bea66f99e5af2e7', 'displayName': 'MRK3480 Forbrukeratferd'}, 'verb': {'pastSimple': 'created', 'verb': 'create'}}",569a6afe2fb0de2600f2bfe0,Space,569384db2bea66f99e5af2e7,create,Windows,,,,,,,Rogaland Fylke,feed,900,1600,,,MRK3480 Forbrukeratferd,1453108394,2016-01-18 10:13:14,,all,,,2016-01-11T12:23:48,,False,,,
